Transaction_ID,Date,Item_Name,Category,Time_Slot,Day_Type,Weather_State,Base_Price_₹,Recommended_Price_₹,Quantity_Units,Static_Revenue_₹,Dynamic_Revenue_₹,Revenue_Difference_₹,Direction,Demand_Verdict,Review_Flag
4709,2024-07-28,Fish Fillet Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,350,400,1,350,400,50,INCREASE,HIGH,OK
4710,2024-07-28,Fish Fillet Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,350,400,1,350,400,50,INCREASE,HIGH,OK
4711,2024-07-28,Pesto Penne,Pasta,Dinner,Weekend,Clear After Rain,399,455,2,798,910,112,INCREASE,HIGH,OK
4712,2024-07-28,Caesar Salad,Salad Bowls,Dinner,Weekend,Clear After Rain,189,215,1,189,215,26,INCREASE,HIGH,OK
4713,2024-07-28,Mushroom Chickpea Couscous Salad,Salad Bowls,Dinner,Weekend,Clear After Rain,189,215,1,189,215,26,INCREASE,HIGH,OK
4714,2024-07-28,New York Baked Cheesecake,Dessert,Dinner,Weekend,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4715,2024-07-28,Mexican Panini,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,169,175,1,169,175,6,INCREASE,HIGH,OK
4716,2024-07-28,Lotus Biscoff Shake,Premium Shakes,Dinner,Weekend,Clear After Rain,400,455,1,400,455,55,INCREASE,HIGH,OK
4717,2024-07-28,Chicken And Cheese Balls,Share-A-Plate,Dinner,Weekend,Clear After Rain,375,430,1,375,430,55,INCREASE,HIGH,OK
4718,2024-07-28,Set Cheesecake,Dessert,Dinner,Weekend,Clear After Rain,315,360,1,315,360,45,INCREASE,HIGH,OK
4719,2024-07-28,Spicy Cheesy Broccoli Dumplings,Steam Basket,Dinner,Weekend,Clear After Rain,255,255,1,255,255,0,HOLD,HIGH,OK
4720,2024-07-28,Tres Leches Cake,Dessert,Dinner,Weekend,Clear After Rain,215,230,1,215,230,15,INCREASE,HIGH,OK
4721,2024-07-28,Triple Chocolate Mousse,Dessert,Dinner,Weekend,Clear After Rain,280,290,2,560,580,20,INCREASE,HIGH,OK
4722,2024-07-28,Tomato & Bell Pepper Soup,Soup,Dinner,Weekend,Clear After Rain,149,155,1,149,155,6,INCREASE,HIGH,OK
4723,2024-07-28,Romantic Sunset Mocktail,Mocktails,Evening,Weekend,Clear After Rain,180,205,1,180,205,25,INCREASE,HIGH,OK
4724,2024-07-28,Iced Café Mocha,Cold Brews,Evening,Weekend,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4725,2024-07-28,Virgin Pina Colada,Mocktails,Dinner,Weekend,Clear After Rain,200,215,1,200,215,15,INCREASE,HIGH,OK
4726,2024-07-28,Trio Hummus With Pita,Share-A-Plate,Dinner,Weekend,Clear After Rain,289,305,1,289,305,16,INCREASE,HIGH,OK
4727,2024-07-28,Exotic Chicken Taco,Blended Full Meals,Dinner,Weekend,Clear After Rain,565,640,1,565,640,75,INCREASE,HIGH,REVIEW_REQUIRED
4728,2024-07-28,Chocolate Chip Cookie,Bakery,Evening,Weekend,Clear After Rain,50,55,2,100,110,10,INCREASE,HIGH,OK
4729,2024-07-28,Filled Coffee Donut,Bakery,Evening,Weekend,Clear After Rain,95,100,1,95,100,5,INCREASE,HIGH,OK
4730,2024-07-28,Cheese Chili Garlic Bread,Share-A-Plate,Dinner,Weekend,Clear After Rain,185,195,1,185,195,10,INCREASE,HIGH,OK
4731,2024-07-28,Espresso,Hot Brews,Dinner,Weekend,Clear After Rain,110,115,1,110,115,5,INCREASE,HIGH,OK
4732,2024-07-28,Virgin Pina Colada,Mocktails,Evening,Weekend,Clear After Rain,200,215,1,200,215,15,INCREASE,HIGH,OK
4733,2024-07-28,Mix Berry Smoothie Bowl,Wholesome Breakfast,Morning,Weekend,Clear After Rain,380,380,1,380,380,0,HOLD,NORMAL,OK
4734,2024-07-28,Salted Caramel Mocha,Hot Brews,Morning,Weekend,Clear After Rain,200,200,2,400,400,0,HOLD,NORMAL,OK
4735,2024-07-28,Stuffed Paratha Chicken,Wholesome Breakfast,Morning,Weekend,Clear After Rain,210,210,1,210,210,0,HOLD,NORMAL,OK
4736,2024-07-28,Fish Fillet Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,350,400,1,350,400,50,INCREASE,HIGH,OK
4737,2024-07-28,Lotus Biscoff Shake,Premium Shakes,Evening,Weekend,Clear After Rain,400,455,2,800,910,110,INCREASE,HIGH,OK
4738,2024-07-28,Paneer Puff,Bakery,Evening,Weekend,Clear After Rain,85,90,1,85,90,5,INCREASE,HIGH,OK
4739,2024-07-28,The Dominator Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,369,420,1,369,420,51,INCREASE,HIGH,OK
4740,2024-07-28,Chai,Hot Beverages,Evening,Weekend,Clear After Rain,100,110,1,100,110,10,INCREASE,HIGH,OK
4741,2024-07-28,Kitkat Shake,Premium Shakes,Evening,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4742,2024-07-28,Soy Ramen Bowl,Large Soup Bowls,Dinner,Weekend,Clear After Rain,349,395,1,349,395,46,INCREASE,HIGH,OK
4743,2024-07-28,Blueberry Mojito,Mocktails,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4744,2024-07-28,Espresso Frappe,Frappe,Evening,Weekend,Clear After Rain,180,205,1,180,205,25,INCREASE,HIGH,OK
4745,2024-07-28,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,139,155,1,139,155,16,INCREASE,HIGH,OK
4746,2024-07-28,Mushroom Cappuccino Soup,Soup,Dinner,Weekend,Clear After Rain,189,205,1,189,205,16,INCREASE,HIGH,OK
4747,2024-07-28,Butter Garlic Prawns,Share-A-Plate,Dinner,Weekend,Clear After Rain,559,640,1,559,640,81,INCREASE,HIGH,REVIEW_REQUIRED
4748,2024-07-28,Tres Leches Cake,Dessert,Dinner,Weekend,Clear After Rain,215,230,1,215,230,15,INCREASE,HIGH,OK
4749,2024-07-28,Cappuccino,Hot Brews,Dinner,Weekend,Clear After Rain,160,160,2,320,320,0,HOLD,HIGH,OK
4750,2024-07-28,Hazelnut Hot Chocolate,Hot Chocolate,Evening,Weekend,Clear After Rain,160,170,1,160,170,10,INCREASE,HIGH,OK
4751,2024-07-28,Thai Iced Coffee,Cold Brews,Evening,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4752,2024-07-28,Mexican Panini,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,169,175,2,338,350,12,INCREASE,HIGH,OK
4753,2024-07-28,Blueberry Mojito,Mocktails,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4754,2024-07-28,Espresso,Hot Brews,Dinner,Weekend,Clear After Rain,110,115,1,110,115,5,INCREASE,HIGH,OK
4755,2024-07-28,Mix Veg Double Cheese Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,189,195,1,189,195,6,INCREASE,HIGH,OK
4756,2024-07-28,Garlic Bread,Share-A-Plate,Evening,Weekend,Clear After Rain,129,145,1,129,145,16,INCREASE,HIGH,OK
4757,2024-07-28,Green Apple Mojito,Mocktails,Evening,Weekend,Clear After Rain,120,135,2,240,270,30,INCREASE,HIGH,OK
4758,2024-07-28,Chocolate Chip Cookie,Bakery,Evening,Weekend,Clear After Rain,50,55,1,50,55,5,INCREASE,HIGH,OK
4759,2024-07-28,Chocolate Walnut Brownie,Dessert,Afternoon,Weekend,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4760,2024-07-28,Blueberry Mojito,Mocktails,Afternoon,Weekend,Clear After Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4761,2024-07-28,Cajun Cottage-Cheese Burger,Sandwiches Burgers Wraps,Afternoon,Weekend,Clear After Rain,255,255,2,510,510,0,HOLD,NORMAL,OK
4762,2024-07-28,Peach Iced Tea,Cold Beverages,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4763,2024-07-28,Cubanos,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,250,250,1,250,250,0,HOLD,HIGH,OK
4764,2024-07-28,Cheese Chili Garlic Bread,Share-A-Plate,Evening,Weekend,Clear After Rain,185,195,1,185,195,10,INCREASE,HIGH,OK
4765,2024-07-28,Mexican Panini,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,169,175,1,169,175,6,INCREASE,HIGH,OK
4766,2024-07-28,Hazelnut Hot Chocolate,Hot Chocolate,Morning,Weekend,Clear After Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4767,2024-07-29,Masala Chai,Hot Beverages,Dinner,Weekday,Heavy Rain,120,130,1,120,130,10,INCREASE,HIGH,OK
4768,2024-07-29,Bacon Wrapped Chicken,Blended Full Meals,Dinner,Weekday,Heavy Rain,659,660,1,659,660,1,HOLD,NORMAL,REVIEW_REQUIRED
4769,2024-07-29,Cubanos,Sandwiches Burgers Wraps,Evening,Weekday,Heavy Rain,250,250,1,250,250,0,HOLD,NORMAL,OK
4770,2024-07-29,Filled Coffee Donut,Bakery,Evening,Weekday,Heavy Rain,95,95,1,95,95,0,HOLD,NORMAL,OK
4771,2024-07-29,Bhaji Pao,Wholesome Breakfast,Morning,Weekday,Heavy Rain,159,140,1,159,140,-19,DECREASE,LOW,OK
4772,2024-07-29,Fruit Pancakes,Pancakes & Waffwich,Morning,Weekday,Heavy Rain,299,265,1,299,265,-34,DECREASE,LOW,OK
4773,2024-07-29,Nutella Pancakes,Pancakes & Waffwich,Morning,Weekday,Heavy Rain,289,255,1,289,255,-34,DECREASE,LOW,OK
4774,2024-07-29,Spiced Mocha Latte,Hot Brews,Evening,Weekday,Heavy Rain,180,180,1,180,180,0,HOLD,NORMAL,OK
4775,2024-07-29,Penne Rose,Pasta,Afternoon,Weekday,Heavy Rain,335,325,1,335,325,-10,DECREASE,LOW,OK
4776,2024-07-29,ABCC Juice,Cold Press Juices,Afternoon,Weekday,Heavy Rain,260,260,1,260,260,0,HOLD,NORMAL,OK
4777,2024-07-29,Trio Hummus With Pita,Share-A-Plate,Afternoon,Weekday,Heavy Rain,289,290,2,578,580,2,HOLD,NORMAL,OK
4778,2024-07-29,Affogato,Hot Brews,Afternoon,Weekday,Heavy Rain,170,150,1,170,150,-20,DECREASE,LOW,OK
4779,2024-07-29,Korean Breakfast,Wholesome Breakfast,Morning,Weekday,Heavy Rain,289,275,1,289,275,-14,DECREASE,LOW,OK
4780,2024-07-29,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Morning,Weekday,Heavy Rain,120,120,2,240,240,0,HOLD,NORMAL,OK
4781,2024-07-29,Traditional Hot Chocolate,Hot Chocolate,Morning,Weekday,Heavy Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4782,2024-07-30,Masala Chai,Hot Beverages,Dinner,Weekday,Dry Day,120,120,1,120,120,0,HOLD,NORMAL,OK
4783,2024-07-30,Carbonara,Pasta,Dinner,Weekday,Dry Day,450,450,1,450,450,0,HOLD,NORMAL,REVIEW_REQUIRED
4784,2024-07-30,Iced Americano,Cold Brews,Evening,Weekday,Dry Day,150,150,1,150,150,0,HOLD,NORMAL,OK
4785,2024-07-30,Blueberry Mojito,Mocktails,Evening,Weekday,Dry Day,140,140,2,280,280,0,HOLD,NORMAL,OK
4786,2024-07-30,Mocha Frappe,Frappe,Evening,Weekday,Dry Day,190,190,1,190,190,0,HOLD,NORMAL,OK
4787,2024-07-30,Penne Rose,Pasta,Dinner,Weekday,Dry Day,335,335,2,670,670,0,HOLD,NORMAL,OK
4788,2024-07-30,Mix Veg Dumplings,Steam Basket,Dinner,Weekday,Dry Day,249,250,1,249,250,1,HOLD,NORMAL,OK
4789,2024-07-30,Chili Garlic Chicken Dumplings,Steam Basket,Dinner,Weekday,Dry Day,375,375,1,375,375,0,HOLD,NORMAL,OK
4790,2024-07-30,Eggs To Order Chicken,Classic Eggs,Evening,Weekday,Dry Day,165,165,1,165,165,0,HOLD,NORMAL,OK
4791,2024-07-30,Exotic Vegetable Omelette,Classic Eggs,Evening,Weekday,Dry Day,239,240,1,239,240,1,HOLD,NORMAL,OK
4792,2024-07-30,Chai,Hot Beverages,Evening,Weekday,Dry Day,100,100,2,200,200,0,HOLD,NORMAL,OK
4793,2024-07-30,Blend Breakfast,Wholesome Breakfast,Morning,Weekday,Dry Day,345,345,1,345,345,0,HOLD,NORMAL,OK
4794,2024-07-30,Peri-Peri Prawns Popcorn,Share-A-Plate,Dinner,Weekday,Dry Day,555,555,1,555,555,0,HOLD,NORMAL,REVIEW_REQUIRED
4795,2024-07-30,Pepperoni Chicken Pizza,Pizza,Dinner,Weekday,Dry Day,559,560,1,559,560,1,HOLD,NORMAL,REVIEW_REQUIRED
4796,2024-07-30,Californian Fries,Share-A-Plate,Dinner,Weekday,Dry Day,215,215,1,215,215,0,HOLD,NORMAL,OK
4797,2024-07-30,Blue Ocean Mocktail,Mocktails,Evening,Weekday,Dry Day,160,160,2,320,320,0,HOLD,NORMAL,OK
4798,2024-07-30,Cappuccino,Hot Brews,Evening,Weekday,Dry Day,160,160,1,160,160,0,HOLD,NORMAL,OK
4799,2024-07-30,Ferrero Rocher Shake,Premium Shakes,Evening,Weekday,Dry Day,350,350,2,700,700,0,HOLD,NORMAL,OK
4800,2024-07-30,Cubanos,Sandwiches Burgers Wraps,Evening,Weekday,Dry Day,250,250,1,250,250,0,HOLD,NORMAL,OK
4801,2024-07-30,Classic BLT,Sandwiches Burgers Wraps,Afternoon,Weekday,Dry Day,249,250,2,498,500,2,HOLD,NORMAL,OK
4802,2024-07-30,Carbonara,Pasta,Dinner,Weekday,Dry Day,450,450,1,450,450,0,HOLD,NORMAL,REVIEW_REQUIRED
4803,2024-07-30,Oyster Chicken Dumplings,Steam Basket,Dinner,Weekday,Dry Day,389,390,1,389,390,1,HOLD,NORMAL,OK
4804,2024-07-30,Triple Chocolate Mousse,Dessert,Afternoon,Weekday,Dry Day,280,280,1,280,280,0,HOLD,NORMAL,OK
4805,2024-07-31,Egg Wrap,Sandwiches Burgers Wraps,Evening,Weekday,Heavy Rain,155,155,2,310,310,0,HOLD,NORMAL,OK
4806,2024-07-31,Spicy Guava Mocktail,Mocktails,Evening,Weekday,Heavy Rain,180,180,1,180,180,0,HOLD,NORMAL,OK
4807,2024-07-31,Dark Hot Chocolate,Hot Chocolate,Evening,Weekday,Heavy Rain,120,120,2,240,240,0,HOLD,NORMAL,OK
4808,2024-07-31,Soy Ramen Bowl,Large Soup Bowls,Afternoon,Weekday,Heavy Rain,349,350,1,349,350,1,HOLD,NORMAL,OK
4809,2024-07-31,Spiced Mocha Latte,Hot Brews,Dinner,Weekday,Heavy Rain,180,180,1,180,180,0,HOLD,NORMAL,OK
4810,2024-07-31,Penne Rose,Pasta,Dinner,Weekday,Heavy Rain,335,335,1,335,335,0,HOLD,NORMAL,OK
4811,2024-07-31,Affogato,Hot Brews,Dinner,Weekday,Heavy Rain,170,170,2,340,340,0,HOLD,NORMAL,OK
4812,2024-07-31,Espresso,Hot Brews,Morning,Weekday,Heavy Rain,110,110,1,110,110,0,HOLD,NORMAL,OK
4813,2024-07-31,Cappuccino,Hot Brews,Morning,Weekday,Heavy Rain,160,160,1,160,160,0,HOLD,LOW,OK
4814,2024-07-31,Dark Hot Chocolate,Hot Chocolate,Morning,Weekday,Heavy Rain,120,120,2,240,240,0,HOLD,NORMAL,OK
4815,2024-07-31,Virgin Pina Colada,Mocktails,Dinner,Weekday,Heavy Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4816,2024-07-31,Veg Exotica Pizza,Pizza,Dinner,Weekday,Heavy Rain,389,390,1,389,390,1,HOLD,NORMAL,OK
4817,2024-07-31,Mix Veg Dumplings,Steam Basket,Dinner,Weekday,Heavy Rain,249,250,1,249,250,1,HOLD,NORMAL,OK
4818,2024-07-31,Marshmallow Hot Chocolate,Hot Chocolate,Dinner,Weekday,Heavy Rain,200,225,2,400,450,50,INCREASE,HIGH,OK
